Sensor,Mean_Abs_SHAP,Rank
s2,1.6760017316089943,1
s12,1.5590484204504174,2
s11,1.4375558291980997,3
s7,1.3298682539025322,4
s4,1.1994442709174473,5
s13,1.1842498244019226,6
s8,0.9548737023305148,7
s20,0.7473187730228529,8
s15,0.6017777327762451,9
s21,0.5772554939077236,10
s9,0.5735647095250898,11
s14,0.5070607941271738,12
s3,0.21285589509585406,13
s17,0.19686427485197783,14
op3,0.0,15
